,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__lambda_reg,param_model__learning_rate,param_model__max_epochs,param_model__optimizer,param_model__optimizer_kw_args,param_model__random_state,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
40,2.555388847986857,0.02076086180160467,0.0076914628346761065,0.0002532228552600792,64,1e-05,1e-05,50,gd,{'friction': 0.9},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.9}, 'model__random_state': 42}",0.21702838063439064,0.22036727879799667,0.24540901502504173,0.22760155815247637,0.012665338538387355,97
41,2.417651096979777,0.05859878972408873,0.009346803029378256,0.002330417335700382,64,1e-05,1e-05,50,gd,{'friction': 0.99},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.99}, 'model__random_state': 42}",0.6160267111853088,0.5792988313856428,0.5843071786310517,0.5932109070673345,0.016262258426491313,73
42,2.7314745585123696,0.030319220632412255,0.008651256561279297,0.0006597115179984332,64,1e-05,1e-05,50,gd,{'friction': 0.5},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.5}, 'model__random_state': 42}",0.18196994991652754,0.18196994991652754,0.19198664440734559,0.18530884808013356,0.004721915066354248,112
43,2.6256367365519204,0.04218839086089829,0.007841666539510092,0.00022478327635178273,64,1e-05,1e-05,50,gd,{'friction': 0},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0}, 'model__random_state': 42}",0.17362270450751252,0.18196994991652754,0.17863105175292154,0.1780745687256539,0.0034303917657033797,116
44,5.228394031524658,0.19734048403372145,0.009190082550048828,0.0009427431394240058,64,1e-05,1e-05,100,gd,{'friction': 0.9},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 100, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.9}, 'model__random_state': 42}",0.2637729549248748,0.2621035058430718,0.2871452420701169,0.2710072342793545,0.011431629707386839,91
45,5.19357705116272,0.2087981192526596,0.010857502619425455,0.0017027498426551012,64,1e-05,1e-05,100,gd,{'friction': 0.99},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 100, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.99}, 'model__random_state': 42}",0.7729549248747913,0.7145242070116862,0.7262103505843072,0.7378964941569283,0.025244955419507525,63
46,4.912238438924153,0.1907107217055391,0.009517828623453775,0.0014067550721226375,64,1e-05,1e-05,100,gd,{'friction': 0.5},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 100, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.5}, 'model__random_state': 42}",0.19532554257095158,0.18363939899833054,0.1986644407345576,0.19254312743461324,0.006441756762821504,105
47,4.99193549156189,0.1617487197301994,0.007840474446614584,0.0006300561302791068,64,1e-05,1e-05,100,gd,{'friction': 0},42,"{'model__batch_size': 64, 'model__lambda_reg': 1e-05, 'model__learning_rate': 1e-05, 'model__max_epochs': 100, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0}, 'model__random_state': 42}",0.18196994991652754,0.18196994991652754,0.19198664440734559,0.18530884808013356,0.004721915066354248,112
48,0.47382283210754395,0.018638417187787328,0.007543166478474935,3.586137393042517e-05,128,1e-05,0.01,10,gd,{'friction': 0.9},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 10, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.9}, 'model__random_state': 42}",0.8764607679465777,0.8731218697829716,0.8781302170283807,0.87590428491931,0.0020821688295904373,52
49,0.5404620965321859,0.059278942134016695,0.008529424667358398,0.0014092430051189594,128,1e-05,0.01,10,gd,{'friction': 0.99},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 10, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.99}, 'model__random_state': 42}",0.8914858096828047,0.8964941569282137,0.8898163606010017,0.89259877573734,0.002837517815021015,47
50,0.5676382382710775,0.017788889518858438,0.00948349634806315,0.0018181501053652605,128,1e-05,0.01,10,gd,{'friction': 0.5},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 10, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.5}, 'model__random_state': 42}",0.7879799666110183,0.7278797996661102,0.7429048414023373,0.7529215358931552,0.025537660335189224,60
51,0.56185515721639,0.012260488293015548,0.008181492487589518,0.00046593181561400287,128,1e-05,0.01,10,gd,{'friction': 0},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 10, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0}, 'model__random_state': 42}",0.6460767946577629,0.6227045075125208,0.6126878130217028,0.6271563717306622,0.013989766377269371,70
52,2.5907108783721924,0.051526609413951124,0.012632052103678385,0.0036259823026846567,128,1e-05,0.01,50,gd,{'friction': 0.9},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.9}, 'model__random_state': 42}",0.9048414023372288,0.9232053422370617,0.9131886477462438,0.9137451307735115,0.007507366479260984,34
53,2.683848778406779,0.19598010470110186,0.009342193603515625,0.0018969457173674648,128,1e-05,0.01,50,gd,{'friction': 0.99},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.99}, 'model__random_state': 42}",0.9248747913188647,0.9298831385642737,0.8964941569282137,0.9170840289371173,0.014702108863241959,32
54,2.6767128308614097,0.08989152401717505,0.009349981943766275,0.0008495479123499052,128,1e-05,0.01,50,gd,{'friction': 0.5},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0.5}, 'model__random_state': 42}",0.8781302170283807,0.8848080133555927,0.8831385642737897,0.8820255982192543,0.002837517815021015,50
55,2.551162083943685,0.22856735728991148,0.008351325988769531,0.00023754540129775268,128,1e-05,0.01,50,gd,{'friction': 0},42,"{'model__batch_size': 128, 'model__lambda_reg': 1e-05, 'model__learning_rate': 0.01, 'model__max_epochs': 50, 'model__optimizer': 'gd', 'model__optimizer_kw_args': {'friction': 0}, 'model__random_state': 42}",0.8564273789649416,0.8297161936560935,0.8547579298831386,0.8469671675013912,0.012217305731830915,56
